,Author Name,Review Date,Reviewer Ratings,Review Body,Developer Reply,Review Likes
400,陳維嘉,2018年11月28日,3, 機場捷運A7站已經兩年，旁邊的文青里，文青路，文青二路有四大社區，八千戶住戶，竟然沒有提供服務，希望趕緊改進，謝,有無科技2018年11月29日收到!!小編會轉達內部爭取擴區~~~,2
401,Mao N,2019年4月30日,1, 很多店家外送服務費75，真的太誇張，就算是店家自送也不該讓店家漫天喊價吧？ 同樣的店熊貓才29外送費，為什麼消費者要當盤子付75 已移除，使用熊貓或ue都比這合理,有無科技2019年5月4日不好意思～每個餐廳運費略有不同唷！基本上運費為39元,0
402,Google 使用者,2018年12月3日,1, 用過一次還不錯但不評價系統就當機無法再用即使重新安裝也一樣,有無科技2018年12月4日什麼!!小編會轉達相關單位確認還請您不要放棄我們~~~,0
403,鴨雅寶,2018年12月9日,5, 在家叫外送好輕鬆～快輸入我的優惠碼89402286就可獲得《有無快送》首購折抵NT$100優惠券，兌換後30天內都可以使用，快來訂餐享好康！,,0
404,Ease Hsieh,2018年11月25日,5, 比較好幾個類似的App之後，覺得這個最好用，不過信用卡繳款好像有問題，希望可以修一下。,有無科技2018年11月25日謝謝您的意見回饋，小編會建議內部進行改善，謝謝您~~~,0
405,渡狸里,2018年12月9日,5, 輸入優惠碼87003992 買200送100優惠券哦 快來領完吃飽飽1,,0
406,陳瑞蓮,2018年12月9日,5, 外送員服務態度很好、外送時間也在準時、外送的餐點也完整送達。整體的使用上都很棒哦！！,,0
407,Maurice Chu,2018年12月9日,5, 請多開發價格相對低廉的餐廳，方便個人使用外送服務,,0
408,葉碧珍,2018年12月4日,5, 不想出門 美食宅便利，首購折扣100元,,0
409,葉泉漢,2018年12月4日,1, 高雄沒半個?? 南部除了熊貓能現金支付 其他已死 快來吧！,有無科技2018年12月4日您好~小編會轉達內部爭取擴區呦,0
410,Google 使用者,2018年12月8日,5, 首次購物優惠碼 55140288,,0
411,CindyG3 Lee,2018年11月21日,5, 可付現或刷卡，很方便,,1
412,영원의버디Buddy,2018年12月3日,5, 優惠碼：71912816 滿200折100,,0
413,魏竹珺,2018年12月1日,4, 桃園配送進度的地圖，為何會一直顯示台北地圖呢？,有無科技2018年12月1日您好，您看到的地圖是公司總部唷!!不好意思造成誤會~,0
414,Santino Wang,2018年12月3日,1, 南港區沒有服務,有無科技2018年12月4日您好~南港是採部分開放唷!!,0
415,Google 使用者,2018年12月3日,5, 外食族的新選擇,,0
416,黃允析,2018年11月25日,2, 竟然沒有新店區，傷心,有無科技2018年11月25日您好，小編會轉達內部爭取擴區，希望之後有機會為您服務~,0
417,kuochang ho,2018年12月9日,5, 加油。。有您們讓我們方便許多,,0
418,冰楓,2018年12月1日,5, 優惠碼：6956048,,0
419,Joan Lo,2019年1月12日,5, 快速，服務好,,0
420,E lvis,2018年12月8日,5, 便利快速,,0
421,Google 使用者,2018年11月24日,5, 方便,,0
422,高淑真,2018年11月23日,5, 很棒,,0
423,Google 使用者,2018年11月25日,5, Good,,0
424,簡小郁,2018年11月19日,5, 方便！！！適合帶寶寶而不方便外出ˇ的媽媽,,1
425,jade LI,2018年11月19日,2, 越來越常遲到，不推！,有無科技2018年11月20日很抱歉讓您久等，小編已經記錄下來轉達內部改善，還請您不要捨棄我們,1
426,Google 使用者,2018年11月22日,4, 便利性,,0
427,Terry Liu,2018年11月7日,4, 一份也送的服務很棒，只是運費頗貴，希望未來可以給用戶更多折抵優惠,,2
428,陶惠婷,2018年11月10日,5, 餐點只要滿200元，都不用運費，實在很划算。在家就有美食送上門，騎士們辛苦了。,,1
429,Google 使用者,2018年10月22日,1, 你到底要不要讓人登入，一直沒有寄驗證碼是什麼意思！,有無科技2018年10月23日您好，若您遇到無法登入的狀況，趕快聯絡LINE@小編協助唷!!,6
430,尹少昊,2018年10月26日,4, 一人也送的外送方便，只是希望多一點運費優惠,,8
431,Iris Wei,2018年11月14日,4, 方便的程式，運費也不會太貴，只是輸入驗證碼時跳出好幾次，希望改進,,1
432,Da Young Wu,2018年11月19日,5, 方便好用 希望騎士位置可以修正 不然不要放誤導客人,,1
433,挖寶天堂,2018年12月18日,5, 食物到付款很方便💓我喜愛這功能 🌎每天都需要這程式軟體 🌎有的店家200～300能免運費💓 🌎希望能把店家加到我的最愛 🌎訂單功能會占手機空間…希望能刪掉訂單功能➡訂單越多真的會暫手機空間…拜託修改…我手機空間望著這軟體空間越來越多➡都不能刪除中,有無科技2018年12月21日收!!記錄下來轉達相關單位改進,0
434,Timmy Sheep,2018年11月17日,1," 沒有一家外送像你們這麼慢的,要做外送就有點決心好嗎",有無科技2018年11月20日是!!!!我們會努力改善的,0
435,sammi lo,2018年11月18日,5, 還不錯的外送app，希望配合的店家能再多一點,,0
436,趙芷萱,2018年10月31日,2, 常常送的慢還灑出來，唯一優點是叫的多能免運。,"有無科技2018年11月2日親愛的貴賓您好，很抱歉造成您的困擾，若有餐點外漏或遲到的狀況請立即跟LINE@小編反應,小編將會第一時間協助您",0
437,Jim Chen,2018年11月4日,5, 輸入82102000現折100。最新活動只折100 說折105騙人的,,0
438,張慧卿,2018年11月9日,5, 運費用比想像的便宜，外送員態度很好,,0
439,水梨,2018年10月24日,1, 又是只有台北能用的爛程式,,0
440,peggy a,2018年10月23日,5, 服務費便宜送貨騎士態度也很好,,0
441,中二奶奶middle two,2018年10月25日,5, 使用經驗很棒，希望有越來越多店家選擇！,,0
442,Chau Sherming,2018年10月24日,5," 超好用又方便,訂過很多次了",,0
443,Yu-Ting Sung,2018年11月17日,5, 優惠碼:32118999，滿200折100唷,,0
444,RTING LOU,2018年10月26日,5, 訂購時間可以在彈性一些,,0
445,黃月,2018年11月12日,5, 提供的餐廳好吃！,,0
446,Google 使用者,2018年11月14日,5, 快速又超方便,,0
447,黑慕,2018年11月6日,5, 終於有送到我家的了🤣🤣找超久,,0
448,Google 使用者,2018年11月10日,5, 店家在多一點,,0
449,edward chen,2018年11月2日,3, 可選擇的美食太少了,,0
450,吳荳荳,2018年11月7日,5, 很多店家，很不錯,,0
451,林韻晴,2018年11月30日,4, 很方便，很好用,,0
452,Yutsen Weng,2019年1月23日,5, 客服很棒,,0
453,陳晨,2018年10月27日,5, 很好用,,0
454,林坑口,2018年11月17日,5, 好讚,,0
455,Jon,2018年10月26日,5, 好,,0
456,周旺慶 婚禮紀錄,2018年10月28日,5, 方便,,0
457,李玟宜,2018年11月17日,5, 好用,,0
458,Chien Angela,2018年11月13日,5, 方便,,0
459,Yi shan Wu,2018年10月28日,5, 方便,,0
460,Yan-K,2018年10月15日,4, 中永和的餐廳數量和其他外送 APP 相比很多，訂餐選擇很棒 但騎士太少，很容易發生等待時間比預計長的狀況，希望有無的騎士能更多,,0
461,何紹宇,2018年10月10日,3, 板橋區提供的外送餐廳太少了啦!盡量避免和其他的外送平台有人的餐廳,,3
462,gary lin,2018年10月10日,5, 非常好用的App，優惠碼輸入85261155可以折$100喔,,1
463,Chia Ming Lin,2018年10月3日,5, 輸入優惠碼13171051可以獲得折抵100元的優惠卷哦！,,0
464,claire Lee,2018年10月11日,5, 客服很棒，即時聯絡！外送人員都很客氣！餐廳數量很多，很滿意，天天用！,,0
465,Aileen Lin,2018年10月15日,4, 分享好友優惠碼04233401,,1
466,Chen Jenny,2018年10月20日,5, 輸入優惠碼:02209568首購折$100,,0
467,Rose Chen,2018年10月18日,4, 方便快速服務好!!,,0
468,Google 使用者,2018年10月24日,5, 很棒的服務團隊,,0
469,WEN YI,2018年10月13日,5, 多家些店家,,0
470,lily hsu,2018年10月15日,5, 非常好。。。希望以後配合店家越來越多,,0
471,atina yeh,2018年10月21日,4," 懶蟲,找不到停車位的救星，讚!",,0
472,Google 使用者,2018年10月18日,5, Good!,,0
473,林靖函,2018年10月19日,5, 很快送達,,0
474,易謙林,2018年10月17日,5, 很方便,,0
475,Google 使用者,2018年10月19日,5, 很方便,,0
476,呂豐全,2018年10月10日,5, 非常方便,,0
477,Google 使用者,2018年10月5日,5, Good,,2
478,Google 使用者,2018年10月7日,5, 好用,,0
479,張龍,2018年10月9日,1, 我常常使用有無外送 昨天在中和區叫飲料 我訂購了可不可的飲料一共270 結果其中一杯春梅冰茶，我之前買過，這次送來竟然裡面沒有梅子味，喝起來就像他店裡另一個產品春芽冷露的味道 結果客服直接說幫我確認一下後即掛我電話，之後也沒回撥 後來我打電話去 客服說跟店家確認是冬瓜茶+梅子汁為基底沒有梅子！！！ 客服過程中也完全沒反應我的需求 不一樣價格的產品你也不問我是否需要退我差價或是補送 一直說會跟相關單位反應 消費者難道活該倒楣嗎？ 後來致電去可不可門市 門市解說應該會有梅子，客服怎麼會跟我說沒有 這部分可能是客服理解錯誤 門市也很客氣的說補償我該杯飲料 有無的客服真的令人失望至極,有無科技2018年10月9日親愛的貴賓您好，很抱歉讓您有不愉快的訂餐體驗，小編有將您回報的狀況反應給該專員的主管並重新進行教育訓練，非常感謝您的建議，希望未來我們能提供更完善的服務。,0
480,江小慧,2018年10月6日,1, 一樣內湖區，為什麼有的路段沒有提供服務，而且只差幾百公尺外就有外送,有無科技2018年10月8日貴賓您好，很感謝您提供寶貴意見，由於目前內湖區為部分開放服務，小編會轉達內部研議討論希望未來能提供更多區域的配送服務，謝謝您。,0
481,Google 使用者,2018年10月5日,5, 輸入優惠碼25201724可獲得100元抵用卷喔,,0
482,hon chang Lin,2018年10月3日,5, 不錯喔,,0
483,王丹尼,2018年10月20日,5, Good,,0
484,Google 使用者,2018年10月2日,5, 好用,,0
485,藍貽鋒,2018年9月9日,1, 送餐遲到2個小時，請問一下送到東西是怎麼吃，當然是不要了，熱食早就冷掉，麵類早就泡到爛掉，是要怎麼吃，也請站在消費者方面想一想，食物都冷掉泡爛了，你們會好意思送出來給客人吃嗎？,,2
486,doris wang,2018年9月24日,1, 送餐時間到了才發現訂單被取消，卻沒有任何通知，通過LINE尋求幫助，客服才來電，還一直說有打電話我沒接，偏我手機沒離手過，不知道是打給鬼了嗎？死不承認錯誤，差評！,,1
487,Jean Hsiung,2018年9月7日,1, App不錯，但是會被騎士搞死，超接訂單，訂三次每次都嚴重遲到，要打電話追單，騎士才會趕快送過去，騎士遲到似乎成常態，態度完全不在意，好像這很正常。其他外送平台要是會延遲，提早就先通知了，從沒超過預計時間。價錢差不多，幹嘛用有無，每次都要賭會不會遲到。,,1
488,洪緯豪,2019年2月13日,5, 輸入優惠碼77507843，現在輸入優惠碼現折100，等於免外送費外還能折價!,有無科技2018年5月21日ლ(´ڡ`ლ),6
489,justin000456,2018年9月10日,1, 爛透了！如果服務時間只能到七點半，送達時間就不要有超過七點半的選擇！或是至少也出現個警語《已超過服務時間恕不外送》，要不是拎北有打電話問店家，我想等到店家打烊都還沒收到！已刪除絕不再用，我也會建議我朋友不要用這個程式，因為它根本不會管你有沒有吃到東西就慢慢的等吧！,,1
490,Nana Chou,2018年9月12日,1, 地址輸入一直沒有正確的位置可以選，縣市強制用選取的，那就要都齊全阿，桃園市蘆竹區也沒得選，根本無法訂購完成,,0
491,huiru yang,2018年9月16日,1, 觀察幾次每每遲到，雖說外送人員辛苦單一差都是2小時上下不太優，應該不會想使用了,,0
492,張智翔,2019年2月24日,1, 爛死了，12點訂餐說要14:50到，時間到了自己打去餐廳，說沒騎士去拿餐，餐廳也不會打來告知，打給客服永遠打不進去，到了三點半才打來說是我取消的，笑死了，爛死了,有無科技2019年3月3日很抱歉造成您的困擾ಥ_ಥ,0
493,周騏騏,2018年10月2日,5, 很好用，最經濟實惠的外送app，輸入我的優惠代碼23660471，即可獲得首購優惠券100元,,0
494,Yu Chen,2018年10月1日,5, 很快速的送餐，收到介紹後馬上試試果然跟介紹的一樣，以後會試著多多使用此平台,,0
495,Nivek Liu,2018年10月28日,5, 很棒的服務，推薦給你！輸入優惠代碼10040511，可以馬上拿到優惠哦！,有無科技2018年4月10日(๑˃̵ᴗ˂̵)ﻭ,2
496,Google 使用者,2018年9月15日,5, 首購客戶，歡迎使用我的邀請碼39139832，取得首購100元優惠碼，讓我們一起享受折扣吧！,,0
497,李炆,2018年10月1日,4, 送餐地址差很大，但送餐地址很遠，所以有點手忙腳亂的接餐，希望多線上儲值或線上扣款功能,,0
498,Yu Fei,2018年9月23日,5, 給生活帶來便利性，尤其對不會騎車開車的人來說，是很實用的app,,0
499,weiwei chiu,2018年9月18日,5, 輸入優惠碼7369903，首次消費滿200折100唷，趕快輸入訂餐吧,,0
500,Google 使用者,2018年9月15日,5, 送餐準時服務態度好又可貨到付款很方便會繼續使用,,0
501,yori,2018年9月22日,4, 還不錯用啦，不過騎士送餐桃園似乎還無法正確定位,,0
502,Google 使用者,2018年9月10日,4, 比預期好，需提前約一小時預訂，較foodpanda和ubereats久,,0
503,小白小白,2018年9月8日,5, 態度非常好 食材新鮮 速度很快 非常滿意,,0
504,Google 使用者,2018年9月26日,5, 標示內容可以清楚些，比如買飲料容量多少,,0
505,想變成狼的兔子,2018年9月7日,3, 可以多一個確認餐點選項,,0
506,陳彥,2018年10月2日,4, 請盡快開發外送區基隆唷,,0
507,Sui Ting Li,2018年9月8日,5, 輸入優惠碼64674927，即可獲得優惠券,,1
508,劉育芬,2018年9月9日,3, 遲到…東西送來都冷了…炸物不熱很可怕啊……,,1
509,徐立穎,2018年9月13日,4, 8639506 輸入這個可以折100元,,0
510,yenlin chao,2018年9月24日,5, 免運門檻真的越來越高了，會影響不想買。,,0
511,陳雅菁,2018年9月23日,3, 正確地址沒辦法存，只能點附近存,,0
512,Google 使用者,2018年9月8日,5, 非常user friendly的使用平台，簡單上手,,0
513,Kenny Liu,2018年9月29日,5, 簡單易用 合作餐廳多樣化,,0
514,brayan Huang,2018年9月15日,3, 程式不錯，騎士問題比較大,,0
515,Google 使用者,2018年9月8日,5, 好用!,,0
516,鄧鄧,2018年9月14日,5, 今天外送遲了，還有專人打來告知，很貼心‼❤,,0
517,Yenching Lin,2018年9月22日,5, 送餐準時，太棒了,,0
518,Kitty Lee,2018年9月15日,5, 好用快速方便,,0
519,小嫻陳,2018年9月13日,5, 很方便的app,,0
520,鍾家珺,2018年9月15日,5, app很好用,,0
521,IPMC Trainer,2018年9月13日,5, 提早25分鐘到，真棒。,,0
522,劉政杰,2019年3月12日,5, 不錯，夠直覺,,0
523,Google 使用者,2018年10月1日,5, 好方便。可否多些「素食」的店家? 謝謝,,0
524,溫苡晴,2018年11月2日,5, 好用方便～,,0
525,賴瑞林,2018年9月28日,5, 方便快速,,0
526,Google 使用者,2018年9月20日,5, 還不錯,,0
527,鄧美怡,2018年9月15日,5, 很方便,,0
528,WTF 這什麼鬼!?,2018年10月18日,5, 還不錯,,0
529,雅貞柯,2018年9月28日,5, 實用,,0
530,Google 使用者,2018年9月6日,5, 多樣餐點可選擇，很讚,,0
531,Ni na,2018年8月18日,2," 每次有選儘早，但騎士都取貨後繞去別的地方直到時間到才送來。 
而且每次購買選最快的時間都只有一小時後，跟uber比起來慢太多，選同一家餐廳有無的運費也貴太多。 
uber大約只要半小時，有無每一個都要一小時真的差蠻多的，而且有無都沒用保溫袋在送，若是冰類產品，買好幾次都融化。 
貴、沒保溫、時間特別久，感受不到他想與其他外送app競爭的感覺。",,5
532,喵喵兒,2018年8月28日,1, 程式有問題，要消費者自行吸收，回應給line小編，也只會說，沒辦法 明明輸入優惠碼送出卻沒有折扣優惠，然後問說，這樣首購優惠就沒了，小編還說沒辦法，只能這樣，,,2
533,廖若羽,2018年8月26日,4, 輸入我的代碼01922863即可獲得首購優惠卷，不賺白不賺。趕快下載使用吧!,,1
534,Ted Dung,2018年8月30日,1, 中午訂了五次沒有一次準時到的，都拖很久，還有丟單的，優惠用完就可以刪了,,1
535,Wu Mandy,2018年8月22日,5, 優惠代碼: 59489046 ，輸入即可獲得首購優惠卷$105 💰 解決了上班族每天最煩惱的中餐，首購優惠可以跟朋友同享，真的很棒,,1
536,Google 使用者,2018年8月28日,5, 覺得好用，訂了好幾次，中午時刻不知道吃什麼可以用!希望再多增加幾家都快吃完了,,0
537,Ryan Chin,2018年8月22日,5, 8月31日前輸入優惠碼：66191750，即可獲得105元的優惠券，一起分享和賺取優惠折扣。,,0
538,P. Shih,2018年8月27日,5, 挖靠! 這外送專員瘋了吧! 母湯喔!  輸入優惠碼【89531675】，即可獲得105元優惠券~才會爽~很棒嘛,,0
539,建騰黃,2018年9月2日,5, 歡迎新朋友輸入我的邀請碼，85045293，一起享受價值105元的折價券唷！,,0
540,小小淳,2018年8月18日,1, 爛，都說我的地方沒有外送服務，整個板橋都沒有,,2
541,Hsiaoching Tseng,2018年8月23日,5, 8/31前輸入優惠碼62768345 即可獲得105元優惠券,,0
542,葉佳瑋,2018年8月21日,1, 蠻垃圾的app 怎麼選都沒,,2
543,潮潮,2018年8月26日,1, 歧視新竹市東區以外的區域 不好用 😢,,0
544,Jen Abby,2018年9月5日,3, 配送時地圖的顯示不正確,,0
545,丸子,2018年8月19日,5, 優惠很敢給！,,1
546,莊甯淇,2018年8月26日,5, 56047722，輸入獲得105元折扣唷,,0
547,Google 使用者,2018年8月29日,5, 外送時間有點久,,0
548,蕭淑容,2018年8月21日,4, 54667138贈送碼到8/31,,0
549,Hunchun Kao,2018年8月29日,5, 還不錯，服務員態度都很好,,0
550,宋廣祖,2018年8月25日,4, 還不錯的app,,1
551,張小婷,2018年9月1日,5, 配送很準時,,0
552,oo99883,2018年8月23日,5, 很方便,,0
553,mark lien,2018年9月1日,5, 配送迅速,,0
554,Google 使用者,2018年8月31日,5, 迅速 讚,,0
555,尤艾倫,2018年8月30日,1, 爛透,,0
556,Mark Yeh,2018年9月4日,5, 方便實用,,0
557,Kris Song,2018年8月20日,5, 讚，方便,,0
558,陳敏哲,2018年8月22日,5, 好,,0
559,Rose Huang,2018年8月17日,5, 超級方便，而且選擇好多!讓我在家追劇也有東西吃😂 點餐輸入優惠碼現折105元喔! 優惠碼 90500937,,0
560,張勝閎,2018年8月16日,5, 即日起-8/31輸入我的代碼44447942即可獲得首購優惠卷，不賺白不賺。趕快下載使用吧!,,0
561,Daisy Chen,2018年8月16日,5, 輸入我的代碼64573529即可獲得首購105元不限金額優惠券，不賺白不賺。,,0
562,高靖凱,2018年8月14日,5, 輸入優惠碼17301023就可以賺105，一份也能送，快來爽爽吃飯,,0
563,YUJIE PAN,2018年8月14日,5, 輸入優惠碼68563810，即可獲得優惠卷,,0
564,Google 使用者,2018年8月14日,5, 真的是方便,,0
565,H. P. Yen,2018年8月14日,5, 算好用的了,,0
566,顏迪佑,2018年8月15日,5, 方便好用,,0
567,賴筱臻,2018年8月14日,5, 送餐有在規定時間送達，買了炸的東西吃起來也是脆的沒有軟掉或冷掉，外送人員也很親切客氣~個人覺得比其他外送app好用很多，但app可能沒有即時更新，看過明明已經倒了的餐廳卻在app上顯示營業中，有可能會造成誤會，希望這方面可以改善~,,3
568,楊琍婷,2018年8月12日,1, 評一星都覺得浪費，從訂單到取餐都讓人很不愉快，就連客服都很沒禮貌,,1
569,勝碓詹,2018年8月8日,1, 之前反應服務人員會把餐點放地上或沒有百元鈔給他一千元找時，送餐員盡然會說沒有錢找你我也沒辦法，態度很差還要我幫忙按電梯不要讓電梯跑掉。,,0
570,吳郁涵,2018年8月12日,1, 等外送等了一個半小時，餐廳說他們早就做好了一直沒有人員去拿，打電話去客服反映得到的是不清不楚的交待....下次不會使用這個平台訂了,,0
571,Yvonne0409,2018年8月13日,5, 雖然可以理解外送員也有休假的時間，可是直接六日都沒有人外送真的蠻不方便的，一個人顧店真的沒辦法出去買啊....訂熊貓也沒送來，整整餓了三個小時,,0
572,wei lin Wang,2018年8月12日,5, 朋友推薦剛點外送意外的快，很方便的APP大推,,1
573,梁羊羊,2018年8月7日,1, 為甚麼個人地址輸入後顯示「有無快送積極拓店中」..這地方不是輸入個人地址嗎=.=？,,1
574,郭胡茸暇,2018年8月13日,5, 請問推薦的折價券 第一次沒有用 按叉叉 之後就不能再用了嗎?,,0
575,Ian Lin,2018年8月11日,1," 先不說訂餐起跳時間一定是一個小時 東西下單後15分鐘顯示已取餐然後快速前往中 還是得等滿一小時才送到 叫個冰品來都融化成湯品 叫其他麵食飯食 
等一個小時還沒到 看地圖騎士在一個地方待了半個小時 超過時間十分鐘打電話來說我可以先按送達嗎 因為我有點耽擱到怕公司處罰 這種服務品質我真的莫名其妙 
透過line官方網站回應說隔天回覆狀況 過了一個禮拜連一個貼圖都沒看到 外送服務的app很多 這家真的不需要是首選",,2
576,小茹,2018年9月6日,5, 輸入我的代碼44812045即可獲得首購優惠卷，不賺白不賺！,,0
577,威廷,2018年8月12日,1, 送餐要一小時我是不會自己去買喔,,0
578,穎寶貝,2018年8月6日,5, 35129380 優惠碼讓我們一起得到優惠,,0
579,陳佩君,2018年8月13日,5, 意外發現的外送app，店家選擇性多，超方便,,0
580,Calleen Ling,2018年8月8日,5, 太方便了 回家就有的吃了,,0
581,蔡小安,2018年8月23日,4, 真是夜宵好方法,,0
582,廖玲怡,2018年8月13日,5, 快速方便實用的軟體,,0
583,Cynthia Artemis,2018年8月9日,5, 服務好，速度快,,0
584,黃雅惠,2018年8月12日,5, 超方便,,1
585,陳家進,2018年8月8日,5, 好好用,,0
586,陳玉娟,2018年8月12日,5, 沒有,,0
587,羅愛肝,2018年8月14日,5, 方便,,0
588,sakuya Queen,2018年7月27日,1, 有些店家的商品沒有賣要立即調整啊！不是等人下單之後都過半小時才來電通知。你們的時間是時間那客人的呢？,,5
589,陳咨妗,2018年7月29日,5, 7/1-7/31輸入我的代碼40309524即可獲得首購優惠卷105，不賺白不賺。(點了外賣後真的直接扣105元,,1
590,Google 使用者,2018年8月2日,5, 揪團功能不錯，但是跟團者也要認證手機很不方便，被同事抱怨...希望可像honestbee直接同步，少掉跟團者驗證，使用意願較高。,,0
591,謝孟哲,2018年8月3日,5, 優惠碼輸入26650199您拿105我拿100大家一起賺錢唷！,,0
592,留言君,2018年8月1日,1, 遲到的太過份，昨天預約的還遲到超過一小時，這樣的等法麵爛了，湯冷了,,0
593,英雄反馬,2018年7月31日,5, 輸入我的優惠碼25141171即可獲得105元的優惠,,0
594,HAN WU,2018年7月31日,4, 服務區域 定位功能還有進步空間,,0
595,夜深人靜獨坐觀心,2018年7月29日,5, 外送服務迅速，APP介面簡單明瞭,,0
596,金小沾,2018年7月30日,5, 方便速度快,,0
597,林魁,2018年7月28日,5, 方便而且準時,,0
598,原生人,2018年7月27日,5, 方便好用……讚,,0
599,劉淑珍,2018年7月30日,5, 方便，好用，有效率。,,0
600,彭祥麟,2018年7月31日,4, 符合使用者需求,,0
601,胡淳宇,2018年7月25日,5, good,,0
602,何雁琳,2018年7月21日,1, 不用做到這麼爛吧！客服電話還會掛客人電話？當然白癡嗎？說好五分鐘後回到，我等了一個半小時，說什麼0分鐘前取餐，請問這是客服應該有的態度嗎？詢問也可以掛客人電話？你們司機失聯，這個是客人的問題？時間上面說30～50，我等了快兩個小時，正常還有人要繼續等？,,2
603,Google 使用者,2018年7月23日,5, 輸入優惠卷3314638，即可跟我一起領取首購折扣，您還在等什麼呢？,,0
604,emily00517,2018年7月27日,5, 這個比其他平台好多了~輸入優惠碼76906320，可以賺到105元唷，大家一起賺……,,0
605,Terry Wu,2018年7月18日,5, 輸入優惠碼 40791167 得105元折扣,,0
606,elain hsu,2018年7月20日,5, 輸入優惠碼60412527 得105元折扣,,0
607,Google 使用者,2018年7月24日,5, 首次輸入兌換碼優惠32160762,,0
608,Google 使用者,2018年7月30日,5, 希望能延長營運的時間,,0
609,milda wen,2018年7月20日,5, 方便簡單快速！,,0
610,王于禎,2018年7月22日,5, 懶人的最佳選擇,,0
611,李振豪,2018年7月22日,5, 簡單好用。,,0
612,邱智強,2018年7月19日,5, 非常不錯,,0
613,Google 使用者,2018年7月22日,5, 太方便了,,0
614,Fish Wu,2018年7月21日,5, 不錯,,0
615,Hsin-Cheng Tseng,2018年7月10日,5," 優惠碼那邊是字型設定的關係嗎？優惠百元以上只看得到十位數，例如優惠200,只看到優惠20，要點進去才看得到",,0
616,蘭花媽,2018年7月6日,4, 很好用送餐很準時服務人員態度很好 就是餐點少了點 比別家好用太多了謝謝,,0
617,Jean Shen,2018年7月21日,5, 輸入我的代碼89682586即可獲得首購優惠卷,,0
618,張亦倫,2018年7月4日,5, 一起賺優惠碼54513223 優惠105元購物金,,0
619,楊芹,2018年7月5日,5, 有無快送很方便，是不想出去買時的好選擇^_^,,0
620,陳xx,2018年7月9日,5, 希望有些餐點的圖片可以參考,,0
621,yu chin ku,2018年7月11日,5, 很優質的外送平台,,0
622,Ruby,2018年7月16日,5, 克服聲音親切，送貨員可愛,,0
623,Landy Wu,2018年7月2日,5, 可以多些照片,,0
624,童芷芸,2018年7月7日,5, 優惠碼46526070拜託拜託，謝謝！！,,0
625,何銘柱,2018年7月12日,4, 這個外送真的佛心來。真的免費嗎？,,0
626,蓮子,2018年7月4日,5, 好用，方便，希望送貨時間更多,,0
627,邱柔柔,2018年7月5日,5, 非常讚，服務人員又親切、態度優、準時送達……,,0
628,謝小念,2018年7月15日,5, 很方便，讚,,0
629,劉育秀,2018年7月21日,5, 方便好用,,0
630,毛毛糖,2018年7月15日,5, 很方便,,0
631,張富傑,2018年6月21日,3, 原本訂過幾次的店家，現在都顯示超出範圍，剩下的都是同質性高的店家。常常打開App看一輪後就直接關掉，那裝App幹嘛！？,,2
632,Google 使用者,2018年6月25日,5, 輸入優惠碼55865516即可得105元優惠卷,,0
633,黃韻婷,2018年6月29日,5, 輸入優惠碼13149650，即可獲得105的優惠卷,,0
634,Bo dora,2018年6月25日,2, 剛下載，為何都有51個未讀取圖示，怎麼清除?看了很煩,,0
635,WANPING HU,2018年7月2日,5, 好用方便，建議7:00後也能開放外送,,0
636,怡佳,2018年6月30日,1, 新竹地區全部沒營業,,0
637,Lingen Chen,2018年6月29日,4, 活動優惠很讚,,0
638,連先生,2018年6月27日,4, 優惠碼:24436038,,0
639,Susan Huang,2018年6月8日,3, 很奇怪 明明在我家附近走路可以到或是捷運只有一個站的店 卻顯示超出範圍 不懂外送範圍的標準在哪,,2
640,Angie Chau,2018年6月11日,5, 不錯，客服會即時主動聯絡處理訂單問題。 目前配送也做不錯，希望未來開發更多合作店家。,,0
641,saki笑笑,2018年6月8日,1, 同個社區但是差幾條巷子就在外送範圍外了(。•ˇˍˇ•。),,2
642,Nancy Chen,2018年6月18日,1, 好不容易訂完～又打來說文山區不送～浪費大家的時間...,,1
643,陳柏佑,2018年6月7日,1, 晚上七點就沒送了是要吃啥碗糕？,,2
644,視頻box,2018年6月9日,1, 晚上7點後這APP就沒用了,,0
645,林郁州,2018年6月12日,4, 很不錯，都不用出門了，希望能夠有更多店家更多選擇,,0
646,Google 使用者,2018年6月11日,4, 很方便，不錯尤其是下雨天或豔陽日,,0
647,鄭嚴,2018年6月6日,5, 優惠碼3134450不用白不用啊哈哈哈,,1
648,Syuan Wu,2018年6月10日,5, 6/1～6/30輸入我的代碼4966378，即可獲得優惠卷哦！,,0
649,Google 使用者,2018年6月17日,5, 設計簡單，操作符合直覺,,0
650,盧心慧,2018年6月6日,4, 24693928 輸入優惠碼，獲得優惠券：）,,0
651,H Juno,2018年6月24日,4, 運費漲價不好,,1
652,陳健凱,2018年6月6日,5, 使用尚簡,,0
653,高糕,2018年6月8日,5, 服務不錯,,0
654,黃品軒,2018年6月20日,5, 實用,,0
655,曾亭媗,2018年6月11日,5, 輸入優惠碼85272480，即可獲得105元優惠券，快輸入!!,,0
656,吳育吟,2018年6月5日,5, 便利,,0
657,QcU O!O,2018年6月4日,5, 優惠碼67267949 填選優惠碼可以拿105元 抵用券哦！,,1
658,潘真,2018年6月5日,1, 越來越慢了 時間完全與上面不符合,,0
659,Tobey,2018年5月31日,5, 優惠碼：44532876,,2
